 1.99 -15.82
 2.32 -23.65
-0.54 -24.92
-5.94 -20.48
-13.7 -10.71
-15.9 -8.08
-14.8 -6.59
-8.18 -6.49
-5.03 -16.88
-4.03 -15.34

